rank,x0,y0,d,theta0_degree,delta_theta_degree,gain,mse,rmse
1641,38.7109,45.9644,0.2862,39.6685,1.0369,1.3295,208.0531,14.4240
1642,38.4617,46.0186,0.2874,40.6745,1.0280,1.3338,208.2051,14.4293
1643,44.0039,66.0686,0.2712,18.0741,0.9683,1.3039,208.5288,14.4405
1644,38.8726,44.9951,0.2858,41.6935,0.9961,1.3351,208.6911,14.4461
1645,41.4744,67.0681,0.2849,16.9710,0.9971,1.3327,208.8000,14.4499
1646,42.8118,68.1312,0.2802,16.1549,1.0310,1.3165,208.8432,14.4514
1647,43.6066,66.8662,0.2743,17.2260,0.9855,1.3091,208.9384,14.4547
1648,41.5421,45.3968,0.2721,41.3382,1.0198,1.2987,208.9762,14.4560
1649,39.4863,44.7708,0.2828,41.4415,1.0033,1.3265,209.1663,14.4626
1650,40.7093,65.1002,0.2858,19.1840,0.9529,1.3401,209.7440,14.4825
1651,42.3025,67.8348,0.2821,18.2269,0.9988,1.3255,209.9375,14.4892
1652,41.4596,44.6683,0.2729,40.8043,1.0034,1.3027,209.9467,14.4895
1653,40.5348,45.4150,0.2772,39.9971,1.0364,1.3078,209.9692,14.4903
1654,42.7544,66.7788,0.2783,17.8744,0.9750,1.3194,210.1062,14.4950
1655,39.5983,45.2439,0.2820,40.6285,1.0268,1.3202,210.5867,14.5116
1656,39.1229,44.7499,0.2846,41.3544,0.9971,1.3313,210.6935,14.5153
1657,38.3915,45.2981,0.2881,42.5306,0.9945,1.3398,210.7003,14.5155
1658,39.8354,44.4698,0.2812,41.4787,0.9973,1.3231,210.7686,14.5179
1659,39.6602,45.4332,0.2816,40.2773,1.0342,1.3181,210.8435,14.5204
1660,42.3487,44.8134,0.2683,41.2938,0.9756,1.2969,210.9521,14.5242
1661,43.0117,67.9804,0.2790,18.0287,1.0052,1.3165,211.1926,14.5325
1662,40.6100,67.2584,0.2894,17.9240,1.0031,1.3411,211.2700,14.5351
1663,41.4784,68.4017,0.2870,17.1308,1.0332,1.3304,212.1040,14.5638
1664,41.7105,44.7270,0.2716,40.5572,1.0069,1.2980,212.2072,14.5673
1665,38.5922,45.0423,0.2872,41.3941,1.0000,1.3360,212.3015,14.5706
1666,39.8128,46.4594,0.2804,39.6375,1.0593,1.3117,212.4229,14.5747
1667,41.6879,68.3723,0.2860,16.7714,1.0302,1.3284,212.4443,14.5755
1668,41.0780,68.4607,0.2890,17.5295,1.0557,1.3307,212.4713,14.5764
1669,42.1754,45.5914,0.2688,41.5405,1.0180,1.2895,212.6835,14.5837
1670,41.9137,44.9530,0.2704,41.6842,1.0065,1.2950,213.0198,14.5952
1671,44.4282,66.4423,0.2697,20.3895,1.0300,1.2890,213.3042,14.6049
1672,42.0540,45.2144,0.2696,40.9051,1.0169,1.2911,213.4153,14.6087
1673,40.6931,66.0735,0.2872,19.3730,0.9635,1.3407,213.4463,14.6098
1674,40.3594,66.6825,0.2897,19.6291,0.9784,1.3445,213.7956,14.6218
1675,40.3149,45.1955,0.2784,41.0360,1.0303,1.3099,213.9017,14.6254
1676,42.3797,67.4315,0.2811,18.1645,0.9823,1.3235,214.0672,14.6310
1677,38.4603,44.8618,0.2879,39.8364,0.9797,1.3411,214.3389,14.6403
1678,41.8943,67.3271,0.2833,17.7958,0.9851,1.3280,214.3941,14.6422
1679,44.5271,66.7401,0.2697,17.8547,0.9841,1.2958,214.4620,14.6445
1680,42.0016,44.7039,0.2701,41.2080,1.0005,1.2946,214.6388,14.6506
1681,43.8267,67.6667,0.2745,16.8214,1.0035,1.3047,214.7035,14.6528
1682,40.5868,45.7515,0.2768,40.5685,1.0446,1.3039,214.7039,14.6528
1683,40.6749,44.5568,0.2769,42.2962,1.0078,1.3093,215.0201,14.6636
1684,43.9075,67.6821,0.2742,18.4615,0.9985,1.3043,215.2686,14.6720
1685,41.1431,68.6144,0.2890,17.6688,1.0493,1.3304,215.3259,14.6740
1686,38.4322,44.6494,0.2882,42.3846,0.9627,1.3447,215.5525,14.6817
1687,38.6084,45.1471,0.2870,42.1121,1.0086,1.3327,215.5687,14.6823
1688,43.3659,68.0557,0.2774,19.0467,1.0014,1.3113,215.6838,14.6862
1689,42.2068,45.0240,0.2689,41.4997,1.0079,1.2900,215.7415,14.6881
1690,41.7946,67.8845,0.2847,17.5594,0.9992,1.3286,215.8837,14.6930
1691,42.3831,67.5247,0.2812,18.9117,0.9771,1.3238,215.9594,14.6956
1692,40.3958,64.9096,0.2871,20.1729,0.9392,1.3420,215.9706,14.6959
1693,44.2293,65.9616,0.2699,17.7286,0.9618,1.2981,216.1613,14.7024
1694,41.9576,45.6261,0.2699,42.9035,1.0175,1.2906,216.6707,14.7197
1695,43.4694,67.9448,0.2767,17.6273,0.9990,1.3096,216.8093,14.7244
1696,42.9309,67.3701,0.2784,16.9808,0.9850,1.3152,216.8452,14.7257
1697,42.2584,45.0209,0.2687,41.4871,1.0086,1.2887,216.9157,14.7281
1698,41.0494,46.8274,0.2741,40.1722,1.0635,1.2946,217.0865,14.7339
1699,41.1821,68.2590,0.2882,16.9921,1.0209,1.3330,217.1180,14.7349
1700,43.7298,68.0784,0.2757,14.8474,1.0315,1.3024,217.3855,14.7440
1701,44.3782,66.6606,0.2703,18.1507,0.9724,1.2973,217.5606,14.7499
1702,44.6127,66.6834,0.2692,19.8120,1.0254,1.2868,217.5911,14.7510
1703,41.9006,45.0344,0.2705,41.5942,1.0171,1.2914,217.6713,14.7537
1704,40.7845,67.8552,0.2895,17.7302,1.0974,1.3214,217.7756,14.7572
1705,42.3972,44.7511,0.2681,39.9189,1.0004,1.2883,217.9397,14.7628
1706,41.8587,68.4344,0.2853,16.9102,1.0175,1.3263,218.1074,14.7685
1707,39.0934,44.5912,0.2848,42.6698,1.0006,1.3277,218.3272,14.7759
1708,38.6404,45.0965,0.2869,42.3959,1.0108,1.3308,218.4022,14.7784
1709,44.2522,66.9639,0.2714,17.9581,0.9769,1.2989,218.6215,14.7859
1710,38.8531,44.7844,0.2860,40.6919,1.0149,1.3276,218.6827,14.7879
1711,38.1050,44.9099,0.2897,39.3234,0.9611,1.3476,218.8976,14.7952
1712,43.8834,67.9914,0.2748,16.6758,1.0104,1.3024,219.1000,14.8020
1713,42.1114,46.1509,0.2689,42.1761,1.0323,1.2851,219.2851,14.8083
1714,42.8562,67.8914,0.2796,18.6826,0.9829,1.3174,219.4229,14.8129
1715,43.0979,68.5387,0.2795,17.3829,1.0216,1.3112,219.9747,14.8315
1716,43.7568,68.2364,0.2758,15.8098,1.0266,1.3019,220.4551,14.8477
1717,41.4332,67.8386,0.2863,19.4112,0.9833,1.3328,220.5671,14.8515
1718,42.2125,68.4236,0.2835,16.3330,1.0131,1.3218,220.8772,14.8619
1719,40.6543,45.9844,0.2764,40.8446,1.0531,1.2994,220.9827,14.8655
1720,41.0820,68.5526,0.2892,16.2940,1.0311,1.3318,221.2939,14.8759
1721,44.3037,66.9777,0.2711,17.4492,0.9769,1.2970,221.4753,14.8820
1722,42.4529,67.4010,0.2807,18.3308,0.9712,1.3206,221.4924,14.8826
1723,42.0179,68.1275,0.2840,16.7427,1.0013,1.3240,221.9379,14.8976
1724,44.4938,67.6583,0.2713,15.8876,1.0290,1.2901,222.0136,14.9001
1725,42.6780,67.4068,0.2796,18.9837,0.9659,1.3186,222.0361,14.9009
1726,43.6200,68.2771,0.2766,18.5155,1.0170,1.3039,222.2421,14.9078
1727,40.4471,67.0945,0.2899,17.8557,0.9899,1.3392,222.4055,14.9133
1728,42.3567,67.6237,0.2815,18.1250,0.9765,1.3213,222.6134,14.9202
1729,42.4823,68.9001,0.2831,16.6181,1.0305,1.3167,223.4157,14.9471
1730,44.8603,66.8640,0.2683,17.4775,0.9823,1.2886,223.5662,14.9521
1731,38.3688,45.4901,0.2881,39.4537,1.0436,1.3260,223.6130,14.9537
1732,40.1764,45.1324,0.2791,41.7434,1.0365,1.3066,223.8367,14.9612
1733,41.0634,66.6892,0.2863,17.3947,0.9747,1.3319,223.9618,14.9654
1734,39.3887,44.9486,0.2832,39.5135,1.0433,1.3145,224.0152,14.9671
1735,41.6011,45.6051,0.2717,40.7322,1.0466,1.2875,224.3622,14.9787
1736,41.7829,68.3248,0.2854,17.5704,0.9993,1.3264,224.6162,14.9872
1737,43.6352,68.2848,0.2765,16.0022,1.0070,1.3043,225.0318,15.0011
1738,42.8252,68.3519,0.2805,15.6566,1.0070,1.3136,225.1476,15.0049
1739,44.6257,67.5589,0.2705,18.4615,0.9943,1.2918,225.2276,15.0076
1740,43.0872,68.7674,0.2799,14.4894,1.0331,1.3086,225.3820,15.0127
1741,40.2990,46.3230,0.2780,40.4592,1.0658,1.3002,225.4089,15.0136
1742,40.3165,44.8205,0.2786,39.3397,1.0477,1.3024,225.6977,15.0232
1743,42.5694,67.8488,0.2809,15.9093,0.9932,1.3161,225.7033,15.0234
1744,39.6760,45.5491,0.2815,42.1879,1.0416,1.3108,225.7618,15.0254
1745,42.2912,44.7903,0.2686,42.7609,1.0077,1.2849,225.8178,15.0272
1746,41.3473,45.8960,0.2729,39.9588,1.0605,1.2879,226.0351,15.0345
1747,42.3244,45.3469,0.2682,41.4796,1.0295,1.2804,226.3304,15.0443
1748,44.6846,67.4716,0.2701,15.6469,1.0015,1.2893,226.3811,15.0460
1749,42.4225,68.8630,0.2833,16.7942,1.0161,1.3181,226.4328,15.0477
1750,43.3111,68.7140,0.2788,15.9279,1.0433,1.3033,226.5881,15.0528
1751,40.9894,66.5683,0.2865,18.8178,0.9585,1.3332,226.9359,15.0644
1752,42.5297,68.9914,0.2830,16.9286,1.0448,1.3123,227.0774,15.0691
1753,44.6279,67.5304,0.2705,16.2368,0.9964,1.2905,227.0875,15.0694
1754,43.4804,68.4811,0.2776,18.1154,0.9980,1.3071,227.1375,15.0711
1755,40.6287,65.6716,0.2870,20.0525,0.9373,1.3367,227.2664,15.0754
1756,42.6415,66.9818,0.2791,20.0954,0.9444,1.3177,227.2974,15.0764
1757,43.9270,68.4588,0.2754,16.0142,1.0180,1.2990,227.5992,15.0864
1758,41.1358,69.1261,0.2899,16.1853,1.0464,1.3278,227.7394,15.0910
1759,40.9299,45.6470,0.2751,41.0121,1.0537,1.2933,228.0333,15.1008
1760,44.0180,68.4462,0.2750,15.6626,1.0247,1.2967,228.1597,15.1050
1761,39.4412,44.8304,0.2830,41.7919,1.0327,1.3140,228.4042,15.1130
1762,42.6094,68.9031,0.2825,16.4803,1.0151,1.3155,228.4473,15.1145
1763,42.8811,68.9959,0.2813,13.5157,1.0461,1.3087,228.4592,15.1149
1764,44.3081,68.0017,0.2728,16.6958,0.9967,1.2950,229.3768,15.1452
1765,43.6035,68.7708,0.2775,16.1537,1.0289,1.3013,229.5288,15.1502
1766,38.6051,44.9969,0.2871,41.1404,1.0336,1.3226,229.7510,15.1575
1767,43.8638,67.0218,0.2733,16.8081,0.9671,1.2993,229.8460,15.1607
1768,43.4178,68.7625,0.2784,18.1247,1.0066,1.3064,229.8555,15.1610
1769,43.4852,68.8580,0.2782,15.9698,1.0311,1.3025,229.8813,15.1618
1770,41.8109,68.1515,0.2850,15.3193,1.0047,1.3222,230.2466,15.1739
1771,44.7746,67.7354,0.2701,17.8378,1.0086,1.2865,230.2678,15.1746
1772,41.4176,68.1740,0.2869,17.5304,0.9919,1.3282,230.5283,15.1832
1773,41.1742,69.0766,0.2896,17.5259,1.0251,1.3292,230.5647,15.1844
1774,42.1843,68.6751,0.2841,16.7257,1.0769,1.3074,230.6259,15.1864
1775,44.3976,68.1654,0.2727,15.9239,1.0074,1.2925,230.8880,15.1950
1776,44.6533,67.8028,0.2708,16.6371,1.0336,1.2839,231.2330,15.2063
1777,41.6946,69.2094,0.2873,17.3901,1.0239,1.3239,231.4928,15.2149
1778,38.6822,45.0802,0.2867,42.5377,1.0301,1.3215,231.8531,15.2267
1779,41.6765,67.7455,0.2850,18.2172,0.9726,1.3256,231.8969,15.2282
1780,41.6234,68.7106,0.2868,17.6762,1.0015,1.3260,231.9156,15.2288
1781,44.0634,67.0089,0.2723,18.0504,0.9574,1.2973,232.0237,15.2323
1782,42.3955,68.0438,0.2820,16.7134,0.9834,1.3167,232.8527,15.2595
1783,44.1739,68.2716,0.2739,16.9149,0.9952,1.2962,232.8788,15.2604
1784,41.5867,68.8500,0.2873,16.7670,1.0107,1.3251,233.1036,15.2677
1785,43.7513,67.5969,0.2748,17.6404,0.9678,1.3015,233.1326,15.2687
1786,40.8333,45.4039,0.2757,41.8239,1.0507,1.2928,233.6059,15.2842
1787,42.4658,69.2778,0.2838,17.0883,1.0456,1.3109,233.6804,15.2866
1788,43.4659,67.7971,0.2765,16.4548,0.9775,1.3038,234.0497,15.2987
1789,43.8305,68.7774,0.2764,16.2562,1.0097,1.2995,234.4061,15.3103
1790,45.0494,67.6654,0.2687,15.7823,1.0031,1.2820,234.5536,15.3151
1791,41.6852,44.6879,0.2717,43.1551,1.0245,1.2861,234.5787,15.3160
1792,42.6117,69.0935,0.2828,16.2498,1.0114,1.3139,234.8589,15.3251
1793,45.0579,67.4739,0.2683,18.5441,0.9804,1.2838,235.4517,15.3444
1794,42.7811,67.6965,0.2796,17.3499,0.9672,1.3117,235.6273,15.3502
1795,44.1569,68.6814,0.2747,15.8885,1.0313,1.2915,236.0203,15.3630
1796,44.6270,68.0526,0.2714,16.2998,0.9947,1.2887,236.3248,15.3729
1797,44.7135,68.2057,0.2712,14.5664,1.0155,1.2856,236.4878,15.3782
1798,41.3141,69.0714,0.2889,17.6004,1.0111,1.3273,236.4920,15.3783
1799,38.8743,44.7009,0.2859,41.1489,1.0398,1.3159,236.7795,15.3876
1800,44.2818,67.7566,0.2725,15.5506,0.9848,1.2922,236.9568,15.3934
1801,42.1872,68.4176,0.2837,16.0270,0.9932,1.3174,237.0238,15.3956
1802,41.6754,46.1239,0.2711,40.7328,1.0673,1.2789,237.1405,15.3994
1803,43.1544,67.2199,0.2771,16.3589,0.9636,1.3049,237.4830,15.4105
1804,42.8349,69.4851,0.2824,15.8167,1.0309,1.3087,237.7761,15.4200
1805,44.3606,67.6942,0.2720,16.2695,0.9780,1.2914,237.9886,15.4269
1806,45.0806,67.9244,0.2690,15.6029,1.0097,1.2802,238.2348,15.4349
1807,43.9324,68.9950,0.2763,16.0070,1.0347,1.2930,239.7293,15.4832
1808,43.1862,69.2980,0.2804,16.4632,1.0094,1.3061,240.3426,15.5030
1809,41.8193,68.7156,0.2859,16.8750,0.9931,1.3211,240.3872,15.5044
1810,43.1182,68.1513,0.2787,18.1998,0.9647,1.3079,240.7218,15.5152
1811,42.5267,69.5653,0.2840,15.2645,1.0268,1.3118,240.7909,15.5174
1812,44.7033,67.3684,0.2699,17.6432,0.9635,1.2867,240.8107,15.5181
1813,42.4593,69.4560,0.2841,18.3959,1.0053,1.3150,241.0581,15.5260
1814,42.2311,45.1406,0.2687,43.5589,1.0313,1.2751,241.9976,15.5563
1815,44.8904,68.3970,0.2707,15.0362,1.0164,1.2817,242.2188,15.5634
1816,44.7273,67.8122,0.2705,17.7207,1.0422,1.2764,242.3384,15.5672
1817,44.1671,68.6520,0.2746,15.2965,0.9992,1.2930,242.4755,15.5716
1818,43.5492,69.0039,0.2782,15.8170,0.9997,1.3012,242.6535,15.5773
1819,44.5084,67.0445,0.2703,18.0062,0.9497,1.2881,242.8724,15.5844
1820,42.9941,69.0773,0.2809,16.2039,0.9961,1.3077,243.6177,15.6083
1821,40.8364,68.0939,0.2896,16.7805,0.9876,1.3282,245.0250,15.6533
1822,43.7004,69.2647,0.2779,15.8625,1.0054,1.2986,245.4185,15.6658
1823,40.6682,67.3046,0.2892,17.7354,0.9661,1.3296,245.5191,15.6690
1824,41.6687,69.2389,0.2875,15.0333,1.0160,1.3194,245.5408,15.6697
1825,44.9812,68.2362,0.2700,16.3067,1.0309,1.2761,245.5585,15.6703
1826,44.5544,67.7554,0.2712,16.9130,0.9669,1.2871,246.0424,15.6857
1827,43.2521,69.1983,0.2799,17.1818,0.9910,1.3048,246.1439,15.6890
1828,42.8811,69.6778,0.2825,14.7682,1.0621,1.3002,246.2242,15.6915
1829,44.6437,68.5454,0.2721,16.2856,1.0380,1.2795,246.5194,15.7009
1830,43.3434,69.5586,0.2801,14.2830,1.0604,1.2947,247.1428,15.7208
1831,43.7954,68.5892,0.2763,16.4046,1.0691,1.2830,248.0534,15.7497
1832,44.2892,67.5729,0.2722,17.2030,0.9550,1.2892,249.0321,15.7808
1833,42.8679,69.6038,0.2825,15.7405,1.0056,1.3070,250.2142,15.8182
1834,44.1701,68.3803,0.2741,14.4817,0.9861,1.2893,251.1529,15.8478
1835,43.3600,69.3440,0.2797,13.7529,1.0103,1.2995,251.2679,15.8514
1836,43.5142,69.3894,0.2790,14.4611,1.0055,1.2982,251.9696,15.8735
1837,41.9467,69.5618,0.2868,16.3073,1.0038,1.3163,251.9700,15.8736
1838,43.4577,69.9173,0.2802,15.7204,1.0239,1.2983,252.1425,15.8790
1839,43.1540,68.6888,0.2795,14.0341,0.9917,1.3006,252.6567,15.8952
1840,41.6177,69.9092,0.2889,16.2037,1.0168,1.3183,254.2448,15.9451
1841,45.1329,67.6016,0.2682,17.0625,0.9607,1.2768,254.2499,15.9452
1842,43.3426,69.4958,0.2800,14.6470,1.0030,1.2997,254.4528,15.9516
1843,41.9357,69.7697,0.2872,15.5039,1.0123,1.3150,254.4789,15.9524
1844,40.9910,67.7093,0.2882,16.7211,0.9677,1.3227,254.7495,15.9609
1845,44.4850,67.5278,0.2712,17.5102,0.9469,1.2848,255.1490,15.9734
1846,41.1887,68.3575,0.2883,18.0801,0.9665,1.3232,255.1964,15.9749
1847,41.4893,69.3982,0.2887,15.5275,1.0057,1.3188,255.3217,15.9788
1848,42.7925,70.3034,0.2841,15.7296,1.0359,1.3036,255.6939,15.9904
1849,43.9843,68.2893,0.2748,16.7175,0.9619,1.2916,255.7355,15.9917
1850,41.1654,67.8247,0.2876,16.9027,0.9647,1.3210,255.9383,15.9981
1851,42.2646,70.0359,0.2861,15.5346,1.0151,1.3111,256.4942,16.0154
1852,45.1489,68.6644,0.2700,17.1016,0.9887,1.2770,256.6712,16.0210
1853,44.6948,69.3001,0.2732,15.9407,1.0221,1.2799,257.2094,16.0377
1854,38.5643,44.8719,0.2874,43.3224,1.0509,1.3098,257.2275,16.0383
1855,44.0949,69.1680,0.2759,13.2468,1.0041,1.2886,257.3456,16.0420
1856,42.3095,70.4904,0.2867,14.5801,1.0520,1.3063,257.9491,16.0608
1857,43.4641,69.8298,0.2800,14.6338,1.0077,1.2975,258.2439,16.0700
1858,44.8760,69.1262,0.2721,15.0388,1.0358,1.2748,258.3987,16.0748
1859,45.1169,67.8366,0.2687,15.7883,1.0651,1.2615,258.5087,16.0782
1860,43.5940,69.3500,0.2786,16.2907,0.9823,1.2966,259.2304,16.1006
1861,43.0896,70.1698,0.2824,14.4895,1.0175,1.3010,259.8474,16.1198
1862,42.9626,70.0786,0.2829,16.9002,0.9983,1.3038,261.1147,16.1590
1863,43.8729,69.9210,0.2783,14.4272,1.0549,1.2850,261.1704,16.1608
1864,42.8701,70.4635,0.2840,14.1205,1.0290,1.3020,262.1136,16.1899
1865,43.3353,67.5100,0.2766,18.7531,0.9253,1.2967,262.2162,16.1931
1866,44.0619,70.0607,0.2776,12.5146,1.0547,1.2837,262.4777,16.2012
1867,42.9156,68.9788,0.2811,15.3596,0.9767,1.3015,262.5572,16.2036
1868,42.5855,70.1387,0.2848,15.9512,1.0038,1.3068,262.5788,16.2043
1869,43.1070,70.0036,0.2820,15.3810,1.0003,1.3008,262.9763,16.2165
1870,42.7237,69.4831,0.2829,15.6685,0.9839,1.3041,264.4631,16.2623
1871,45.0235,69.3355,0.2718,15.1951,1.0006,1.2761,264.6536,16.2682
1872,45.4008,68.9688,0.2693,15.8142,1.0157,1.2683,264.6895,16.2693
1873,41.9207,70.6884,0.2889,15.3995,1.0321,1.3111,264.9515,16.2773
1874,42.1396,69.9229,0.2865,16.4402,0.9936,1.3109,265.1120,16.2823
1875,43.4723,70.5335,0.2813,14.0828,1.0461,1.2916,265.5396,16.2954
1876,43.0853,70.6155,0.2833,17.6036,1.0274,1.2972,267.8281,16.3655
1877,42.8502,70.2739,0.2838,15.1935,1.0031,1.3021,267.9987,16.3707
1878,45.0223,69.6688,0.2724,13.6983,1.0146,1.2741,268.6663,16.3910
1879,42.9233,70.4630,0.2838,16.4184,1.0018,1.3018,268.9833,16.4007
1880,45.4131,69.1158,0.2695,15.1423,1.0291,1.2649,269.1060,16.4045
1881,44.4217,70.1516,0.2761,15.8148,1.0178,1.2817,269.4400,16.4146
1882,43.5287,70.5870,0.2811,14.2285,1.0532,1.2881,269.6948,16.4224
1883,43.1267,69.8293,0.2816,14.3819,0.9928,1.2974,270.1834,16.4373
1884,45.0130,69.1262,0.2714,14.1022,1.0622,1.2636,270.8842,16.4586
1885,45.1428,69.7043,0.2719,14.3125,1.0260,1.2700,271.5816,16.4797
1886,44.0744,69.8752,0.2772,14.1967,0.9940,1.2862,272.1287,16.4963
1887,44.9092,69.0228,0.2717,14.1027,0.9819,1.2745,272.2133,16.4989
1888,42.3742,70.3058,0.2861,15.7402,0.9971,1.3061,272.4450,16.5059
1889,43.5883,68.7500,0.2775,14.6092,0.9658,1.2893,272.5712,16.5097
1890,42.8000,68.7655,0.2813,16.0916,0.9567,1.2992,272.6633,16.5125
1891,45.1256,68.8682,0.2704,13.8500,0.9823,1.2711,272.8387,16.5178
1892,43.0132,70.8755,0.2841,11.6789,1.0426,1.2959,273.0307,16.5236
1893,44.2350,70.3960,0.2774,14.3345,1.0437,1.2795,273.1546,16.5274
1894,43.2354,70.8745,0.2831,14.2105,1.0563,1.2900,273.7906,16.5466
1895,43.2677,70.6216,0.2824,14.3464,1.0712,1.2849,276.0205,16.6139
1896,43.6145,69.8071,0.2793,14.7308,0.9815,1.2902,276.5469,16.6297
1897,42.5382,71.0273,0.2866,14.7321,1.0218,1.3022,276.5623,16.6302
1898,43.8002,70.9874,0.2806,12.4102,1.0438,1.2855,277.2774,16.6516
1899,44.1283,70.4490,0.2781,13.3120,1.0635,1.2761,277.4179,16.6559
1900,45.1706,69.3630,0.2711,14.1781,0.9858,1.2702,277.5714,16.6605
1901,41.6415,69.0143,0.2873,17.2234,0.9570,1.3109,277.6827,16.6638
1902,45.0574,70.1491,0.2731,14.0963,1.0266,1.2697,278.4523,16.6869
1903,45.4791,69.7569,0.2704,13.5309,1.0111,1.2652,278.9105,16.7006
1904,43.2582,69.1662,0.2798,15.0712,0.9637,1.2919,278.9727,16.7025
1905,41.6107,69.4123,0.2881,16.9477,0.9664,1.3111,279.1463,16.7077
1906,42.0939,69.5401,0.2860,16.0709,0.9703,1.3057,279.2316,16.7102
1907,41.4806,68.9621,0.2879,15.4361,0.9694,1.3097,280.0406,16.7344
1908,43.6983,69.9023,0.2791,14.6376,0.9801,1.2882,280.1382,16.7373
1909,44.6185,69.2700,0.2736,11.6991,0.9920,1.2740,280.2042,16.7393
1910,42.7186,70.2777,0.2844,15.4921,0.9852,1.2999,280.4164,16.7456
1911,45.4060,69.2233,0.2697,15.4631,1.0459,1.2576,280.4422,16.7464
1912,44.7130,70.3827,0.2752,13.8421,1.0448,1.2709,280.5215,16.7488
1913,45.0822,70.1204,0.2729,14.0291,1.0040,1.2712,280.6564,16.7528
1914,42.9044,70.7031,0.2843,17.1718,0.9868,1.2993,281.2911,16.7717
1915,41.8340,68.3671,0.2853,16.7197,0.9421,1.3054,281.6038,16.7811
1916,45.0572,70.2202,0.2732,15.3428,1.0200,1.2692,281.7855,16.7865
1917,45.3247,69.4474,0.2705,14.3469,1.0543,1.2577,282.0929,16.7956
1918,42.8892,70.4098,0.2838,14.1668,0.9946,1.2967,282.1505,16.7973
1919,44.2450,65.7912,0.2696,19.2136,0.8766,1.2741,282.3239,16.8025
1920,42.2692,71.4801,0.2888,15.2670,1.0316,1.3025,282.8243,16.8174
1921,43.4876,69.9390,0.2801,15.2016,0.9730,1.2898,283.5581,16.8392
1922,43.9597,69.4751,0.2770,17.1752,0.9508,1.2848,284.2699,16.8603
1923,45.5973,69.2602,0.2689,15.2475,1.0455,1.2536,285.2113,16.8882
1924,43.1154,71.0924,0.2840,13.1495,1.0147,1.2931,286.0059,16.9117
1925,42.1496,70.9569,0.2883,15.3281,1.0029,1.3041,286.1142,16.9149
1926,42.6120,70.3414,0.2850,13.6568,0.9933,1.2973,286.7206,16.9328
1927,43.6702,71.4463,0.2821,14.2084,1.0354,1.2852,287.0012,16.9411
1928,42.0999,69.7789,0.2864,14.6717,0.9775,1.3020,287.1869,16.9466
1929,43.4718,70.8829,0.2820,15.0972,0.9929,1.2901,287.6089,16.9590
1930,45.8594,69.7631,0.2686,13.4116,1.0291,1.2548,287.7341,16.9627
1931,42.5382,71.1876,0.2869,14.8763,1.0070,1.2995,288.0326,16.9715
1932,42.6764,70.7363,0.2854,14.4196,0.9939,1.2972,288.9940,16.9998
1933,41.7675,69.8576,0.2881,15.9060,0.9710,1.3057,289.3389,17.0100
1934,45.6310,70.1583,0.2704,13.8629,1.0193,1.2596,289.3426,17.0101
1935,42.8243,71.3402,0.2859,15.8765,1.0020,1.2966,290.3766,17.0404
1936,44.2995,70.9723,0.2782,14.7109,0.9972,1.2794,291.1712,17.0637
1937,44.4859,70.3437,0.2762,15.3526,0.9758,1.2768,291.3301,17.0684
1938,44.7621,71.0482,0.2762,13.8519,1.0267,1.2711,291.3336,17.0685
1939,43.8878,71.5024,0.2812,13.1345,1.0224,1.2829,292.0586,17.0897
1940,41.7625,70.3306,0.2890,14.0097,0.9930,1.3038,292.2644,17.0957
1941,45.9031,69.6253,0.2681,14.6443,0.9827,1.2567,292.8809,17.1138
1942,44.4149,70.6857,0.2772,13.0531,0.9958,1.2762,292.9756,17.1165
1943,45.4447,70.5195,0.2720,13.7117,1.0290,1.2600,293.6042,17.1349
1944,43.6602,70.4588,0.2803,13.9981,0.9810,1.2845,293.6750,17.1369
1945,42.8048,71.4867,0.2863,12.0270,1.0254,1.2932,294.0127,17.1468
1946,44.6666,71.0733,0.2767,14.3638,1.0035,1.2738,294.2389,17.1534
1947,42.9308,70.8950,0.2845,13.4627,0.9964,1.2923,294.4918,17.1608
1948,45.4700,70.2449,0.2714,12.6221,0.9971,1.2616,295.2388,17.1825
1949,41.5327,69.0789,0.2879,15.3041,0.9563,1.3033,295.4404,17.1884
1950,44.5836,70.4922,0.2760,14.1836,0.9809,1.2737,295.8610,17.2006
1951,43.3803,71.7717,0.2841,16.6783,1.0281,1.2861,296.0362,17.2057
1952,43.7344,70.9159,0.2808,11.8072,1.0043,1.2821,296.4004,17.2163
1953,45.3986,70.4902,0.2722,12.4435,1.0017,1.2624,296.6713,17.2241
1954,41.7976,70.0691,0.2884,15.4012,0.9709,1.3025,296.8995,17.2308
1955,44.8565,70.4984,0.2747,14.4282,0.9806,1.2702,297.1237,17.2373
1956,42.1650,70.0606,0.2866,13.1225,0.9842,1.2967,297.5367,17.2493
1957,45.9873,70.2446,0.2689,12.9933,1.0209,1.2522,297.7370,17.2551
1958,42.9443,70.5597,0.2838,14.1708,0.9793,1.2907,298.0775,17.2649
1959,41.6366,70.0457,0.2891,13.9848,0.9822,1.3022,298.3778,17.2736
1960,45.4442,70.5686,0.2721,12.2835,1.0544,1.2544,299.0822,17.2940
1961,45.4322,70.7821,0.2726,14.8647,1.0021,1.2620,299.4474,17.3045
1962,42.8643,71.0752,0.2852,14.6678,0.9868,1.2925,299.5614,17.3078
1963,42.6720,72.0712,0.2880,12.2447,1.0367,1.2927,300.2447,17.3276
1964,42.4554,71.5150,0.2879,14.6325,1.0020,1.2967,300.3226,17.3298
